"","ID","Q1","Q2","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","female","college","married","regular","status"
"626",98,2,4,2,2,5,4,2,5,1,5,0,0,0,0,3
"2229",98,2,4,2,2,5,4,2,5,1,5,0,1,1,1,2
"2429",98,2,4,2,2,5,4,2,5,1,5,1,1,1,1,3
"2629",98,2,4,2,2,5,4,2,5,1,5,1,1,1,0,4
"425",99,1,3,5,2,3,2,2,2,1,3,0,1,0,0,4
"1628",99,1,3,5,2,3,2,2,2,1,3,0,1,0,1,4
"2030",99,1,3,5,2,3,2,2,2,1,3,0,0,1,1,4
"2230",99,1,3,5,2,3,2,2,2,1,3,0,1,1,1,3
"1828",100,1,5,2,2,6,3,3,3,4,1,0,1,1,0,3
"2031",100,1,5,2,2,6,3,3,3,4,1,0,0,1,1,2
"2430",100,1,5,2,2,6,3,3,3,4,1,1,1,1,1,1
"3030",100,1,5,2,2,6,3,3,3,4,1,1,0,1,0,3
"627",101,1,6,5,6,NA,3,2,2,1,3,0,0,0,0,4
"1829",101,1,6,5,6,NA,3,2,2,1,3,0,1,1,0,3
"2431",101,1,6,5,6,NA,3,2,2,1,3,1,1,1,1,3
"3031",101,1,6,5,6,NA,3,2,2,1,3,1,0,1,0,3
"826",102,2,5,2,2,4,3,2,3,2,3,1,0,0,0,4
"1026",102,2,5,2,2,4,3,2,3,2,3,1,1,0,0,4
"1227",102,2,5,2,2,4,3,2,3,2,3,1,0,0,1,3
"1429",102,2,5,2,2,4,3,2,3,2,3,1,1,0,1,3
"1629",103,2,5,4,2,3,2,3,3,2,3,0,1,0,1,3
"1830",103,2,5,4,2,3,2,3,3,2,3,0,1,1,0,3
"2432",103,2,5,4,2,3,2,3,3,2,3,1,1,1,1,2
"3032",103,2,5,4,2,3,2,3,3,2,3,1,0,1,0,5
"26",104,1,4,5,1,1,2,4,3,4,2,0,1,0,1,3
"226",104,1,4,5,1,1,2,4,3,4,2,0,0,0,1,3
"426",104,1,4,5,1,1,2,4,3,4,2,0,1,0,0,3
"1430",104,1,4,5,1,1,2,4,3,4,2,1,1,0,1,3
"827",105,1,6,5,6,NA,5,1,5,1,2,1,0,0,0,3
"1027",105,1,6,5,6,NA,5,1,5,1,2,1,1,0,0,3
"2032",105,1,6,5,6,NA,5,1,5,1,2,0,0,1,1,2
"2231",105,1,6,5,6,NA,5,1,5,1,2,0,1,1,1,2
"628",106,1,2,2,2,6,3,3,3,3,3,0,0,0,0,3
"1028",106,1,2,2,2,6,3,3,3,3,3,1,1,0,0,4
"1630",106,1,2,2,2,6,3,3,3,3,3,0,1,0,1,3
"2232",106,1,2,2,2,6,3,3,3,3,3,0,1,1,1,2
"629",107,1,5,2,2,3,3,3,3,2,2,0,0,0,0,3
"1228",107,1,5,2,2,3,3,3,3,2,2,1,0,0,1,3
"2630",107,1,5,2,2,3,3,3,3,2,2,1,1,1,0,3
"2832",107,1,5,2,2,3,3,3,3,2,2,1,0,1,1,3
"227",108,2,7,2,6,NA,3,2,4,2,3,0,0,0,1,3
"427",108,2,7,2,6,NA,3,2,4,2,3,0,1,0,0,4
"2631",108,2,7,2,6,NA,3,2,4,2,3,1,1,1,0,3
"2833",108,2,7,2,6,NA,3,2,4,2,3,1,0,1,1,3
"228",109,1,5,2,2,3,4,2,3,2,3,0,0,0,1,3
"428",109,1,5,2,2,3,4,2,3,2,3,0,1,0,0,3
"1831",109,1,5,2,2,3,4,2,3,2,3,0,1,1,0,3
"2433",109,1,5,2,2,3,4,2,3,2,3,1,1,1,1,3
"27",110,1,5,3,2,2,3,3,3,3,3,0,1,0,1,3
"630",110,1,5,3,2,2,3,3,3,3,3,0,0,0,0,4
"1229",110,1,5,3,2,2,3,3,3,3,3,1,0,0,1,3
"2033",110,1,5,3,2,2,3,3,3,3,3,0,0,1,1,3
"828",111,1,7,5,6,NA,1,5,1,5,4,1,0,0,0,5
"1631",111,1,7,5,6,NA,1,5,1,5,4,0,1,0,1,5
"2632",111,1,7,5,6,NA,1,5,1,5,4,1,1,1,0,4
"3033",111,1,7,5,6,NA,1,5,1,5,4,1,0,1,0,5
"229",112,2,3,5,2,2,3,NA,4,2,4,0,0,0,1,4
"1431",112,2,3,5,2,2,3,NA,4,2,4,1,1,0,1,4
"2834",112,2,3,5,2,2,3,NA,4,2,4,1,0,1,1,4
"3034",112,2,3,5,2,2,3,NA,4,2,4,1,0,1,0,4
"1029",113,1,7,6,6,NA,1,5,1,5,5,1,1,0,0,4
"1432",113,1,7,6,6,NA,1,5,1,5,5,1,1,0,1,2
"2233",113,1,7,6,6,NA,1,5,1,5,5,0,1,1,1,2
"2835",113,1,7,6,6,NA,1,5,1,5,5,1,0,1,1,2
"28",114,1,5,2,2,1,3,3,3,2,2,0,1,0,1,2
"829",114,1,5,2,2,1,3,3,3,2,2,1,0,0,0,4
"1230",114,1,5,2,2,1,3,3,3,2,2,1,0,0,1,2
"1433",114,1,5,2,2,1,3,3,3,2,2,1,1,0,1,2
"29",115,2,4,5,4,3,4,2,4,2,3,0,1,0,1,2
"2034",115,2,4,5,4,3,4,2,4,2,3,0,0,1,1,2
"2434",115,2,4,5,4,3,4,2,4,2,3,1,1,1,1,2
"2633",115,2,4,5,4,3,4,2,4,2,3,1,1,1,0,2
"631",116,1,6,2,6,NA,2,3,4,2,3,0,0,0,0,3
"1030",116,1,6,2,6,NA,2,3,4,2,3,1,1,0,0,4
"1832",116,1,6,2,6,NA,2,3,4,2,3,0,1,1,0,4
"2435",116,1,6,2,6,NA,2,3,4,2,3,1,1,1,1,2
"1031",117,2,4,5,6,NA,2,3,3,3,2,1,1,0,0,4
"1434",117,2,4,5,6,NA,2,3,3,3,2,1,1,0,1,3
"1833",117,2,4,5,6,NA,2,3,3,3,2,0,1,1,0,3
"2234",117,2,4,5,6,NA,2,3,3,3,2,0,1,1,1,2
"30",118,1,4,2,2,1,4,4,4,4,3,0,1,0,1,3
"230",118,1,4,2,2,1,4,4,4,4,3,0,0,0,1,3
"830",118,1,4,2,2,1,4,4,4,4,3,1,0,0,0,3
"2035",118,1,4,2,2,1,4,4,4,4,3,0,0,1,1,3
"429",119,1,7,2,6,NA,3,3,5,2,3,0,1,0,0,2
"831",119,1,7,2,6,NA,3,3,5,2,3,1,0,0,0,4
"1231",119,1,7,2,6,NA,3,3,5,2,3,1,0,0,1,3
"1632",119,1,7,2,6,NA,3,3,5,2,3,0,1,0,1,3
"430",120,2,5,5,6,NA,2,2,4,2,3,0,1,0,0,4
"1633",120,2,5,5,6,NA,2,2,4,2,3,0,1,0,1,4
"2235",120,2,5,5,6,NA,2,2,4,2,3,0,1,1,1,3
"3035",120,2,5,5,6,NA,2,2,4,2,3,1,0,1,0,4
"632",121,1,6,2,4,2,5,1,5,1,3,0,0,0,0,2
"1232",121,1,6,2,4,2,5,1,5,1,3,1,0,0,1,3
"2634",121,1,6,2,4,2,5,1,5,1,3,1,1,1,0,2
"2836",121,1,6,2,4,2,5,1,5,1,3,1,0,1,1,3
"431",122,2,3,NA,2,3,4,2,4,2,4,0,1,0,0,3
"1032",122,2,3,NA,2,3,4,2,4,2,4,1,1,0,0,3
"1634",122,2,3,NA,2,3,4,2,4,2,4,0,1,0,1,3
"31",123,1,7,5,3,5,2,4,3,2,4,0,1,0,1,3
"1233",123,1,7,5,3,5,2,4,3,2,4,1,0,0,1,2
"2036",123,1,7,5,3,5,2,4,3,2,4,0,0,1,1,2
"2837",123,1,7,5,3,5,2,4,3,2,4,1,0,1,1,2
"231",124,1,6,2,2,3,2,1,4,1,2,0,0,0,1,3
"633",124,1,6,2,2,3,2,1,4,1,2,0,0,0,0,4
"832",124,1,6,2,2,3,2,1,4,1,2,1,0,0,0,4
"2236",124,1,6,2,2,3,2,1,4,1,2,0,1,1,1,2
"1834",125,1,7,5,6,NA,2,3,3,2,2,0,1,1,0,3
"2436",125,1,7,5,6,NA,2,3,3,2,2,1,1,1,1,2
"2635",125,1,7,5,6,NA,2,3,3,2,2,1,1,1,0,3
"3036",125,1,7,5,6,NA,2,3,3,2,2,1,0,1,0,4
"232",126,1,6,6,6,NA,3,2,4,3,3,0,0,0,1,3
"432",126,1,6,6,6,NA,3,2,4,3,3,0,1,0,0,3
"1635",126,1,6,6,6,NA,3,2,4,3,3,0,1,0,1,4
"3037",126,1,6,6,6,NA,3,2,4,3,3,1,0,1,0,4
"1033",127,2,4,5,2,2,1,3,3,2,3,1,1,0,0,3
"1435",127,2,4,5,2,2,1,3,3,2,3,1,1,0,1,2
"1835",127,2,4,5,2,2,1,3,3,2,3,0,1,1,0,3
"2437",127,2,4,5,2,2,1,3,3,2,3,1,1,1,1,2
"833",128,1,6,2,6,NA,2,4,4,2,3,1,0,0,0,3
"1234",128,1,6,2,6,NA,2,4,4,2,3,1,0,0,1,3
"2237",128,1,6,2,6,NA,2,4,4,2,3,0,1,1,1,2
"2636",128,1,6,2,6,NA,2,4,4,2,3,1,1,1,0,2
"32",129,2,6,3,3,3,3,3,4,2,3,0,1,0,1,2
"634",129,2,6,3,3,3,3,3,4,2,3,0,0,0,0,3
"2037",129,2,6,3,3,3,3,3,4,2,3,0,0,1,1,3
"2838",129,2,6,3,3,3,3,3,4,2,3,1,0,1,1,3
"433",130,2,6,5,6,NA,2,3,4,2,2,0,1,0,0,3
"1836",130,2,6,5,6,NA,2,3,4,2,2,0,1,1,0,3
"2438",130,2,6,5,6,NA,2,3,4,2,2,1,1,1,1,2
"3038",130,2,6,5,6,NA,2,3,4,2,2,1,0,1,0,3
"233",131,2,5,5,5,2,2,3,4,2,5,0,0,0,1,3
"1436",131,2,5,5,5,2,2,3,4,2,5,1,1,0,1,2
"2038",131,2,5,5,5,2,2,3,4,2,5,0,0,1,1,3
"2238",131,2,5,5,5,2,2,3,4,2,5,0,1,1,1,2
"635",132,1,6,5,6,NA,2,4,3,2,3,0,0,0,0,3
"834",132,1,6,5,6,NA,2,4,3,2,3,1,0,0,0,3
"1034",132,1,6,5,6,NA,2,4,3,2,3,1,1,0,0,3
"1636",132,1,6,5,6,NA,2,4,3,2,3,0,1,0,1,3
"33",133,1,5,5,2,2,2,3,2,5,2,0,1,0,1,3
"1235",133,1,5,5,2,2,2,3,2,5,2,1,0,0,1,4
"2637",133,1,5,5,2,2,2,3,2,5,2,1,1,1,0,3
"2839",133,1,5,5,2,2,2,3,2,5,2,1,0,1,1,4
"1035",134,1,4,5,2,1,1,4,3,3,2,1,1,0,0,2
"1437",134,1,4,5,2,1,1,4,3,3,2,1,1,0,1,2
"1637",134,1,4,5,2,1,1,4,3,3,2,0,1,0,1,2
"2239",134,1,4,5,2,1,1,4,3,3,2,0,1,1,1,2
"34",135,1,7,5,1,3,1,3,4,2,3,0,1,0,1,3
"2638",135,1,7,5,1,3,1,3,4,2,3,1,1,1,0,3
"2840",135,1,7,5,1,3,1,3,4,2,3,1,0,1,1,3
"3039",135,1,7,5,1,3,1,3,4,2,3,1,0,1,0,3
"434",136,2,5,1,3,7,5,1,5,2,3,0,1,0,0,3
"835",136,2,5,1,3,7,5,1,5,2,3,1,0,0,0,3
"2039",136,2,5,1,3,7,5,1,5,2,3,0,0,1,1,2
"2439",136,2,5,1,3,7,5,1,5,2,3,1,1,1,1,2
"234",137,1,5,5,2,2,3,3,3,3,2,0,0,0,1,4
"1036",137,1,5,5,2,2,3,3,3,3,2,1,1,0,0,4
"1236",137,1,5,5,2,2,3,3,3,3,2,1,0,0,1,4
"2841",137,1,5,5,2,2,3,3,3,3,2,1,0,1,1,4
"235",138,2,4,5,5,5,2,3,2,3,5,0,0,0,1,2
"636",138,2,4,5,5,5,2,3,2,3,5,0,0,0,0,3
"1237",138,2,4,5,5,5,2,3,2,3,5,1,0,0,1,2
"1837",138,2,4,5,5,5,2,3,2,3,5,0,1,1,0,3
"637",139,1,6,6,4,3,2,3,4,2,2,0,0,0,0,3
"1838",139,1,6,6,4,3,2,3,4,2,2,0,1,1,0,3
"2240",139,1,6,6,4,3,2,3,4,2,2,0,1,1,1,2
"3040",139,1,6,6,4,3,2,3,4,2,2,1,0,1,0,3
"35",140,1,6,5,5,5,2,4,2,3,2,0,1,0,1,3
"1438",140,1,6,5,5,5,2,4,2,3,2,1,1,0,1,3
"1638",140,1,6,5,5,5,2,4,2,3,2,0,1,0,1,4
"2440",140,1,6,5,5,5,2,4,2,3,2,1,1,1,1,3
"435",141,1,7,5,6,NA,2,3,3,2,4,0,1,0,0,4
"836",141,1,7,5,6,NA,2,3,3,2,4,1,0,0,0,5
"2040",141,1,7,5,6,NA,2,3,3,2,4,0,0,1,1,2
"2639",141,1,7,5,6,NA,2,3,3,2,4,1,1,1,0,3
"236",142,1,6,5,3,3,3,2,4,2,4,0,0,0,1,4
"1238",142,1,6,5,3,3,3,2,4,2,4,1,0,0,1,4
"1639",142,1,6,5,3,3,3,2,4,2,4,0,1,0,1,4
"2441",142,1,6,5,3,3,3,2,4,2,4,1,1,1,1,3
"436",143,1,5,2,4,4,2,4,3,2,4,0,1,0,0,3
"638",143,1,5,2,4,4,2,4,3,2,4,0,0,0,0,3
"1839",143,1,5,2,4,4,2,4,3,2,4,0,1,1,0,3
"2842",143,1,5,2,4,4,2,4,3,2,4,1,0,1,1,2
"837",144,1,3,6,2,2,2,4,3,3,2,1,0,0,0,3
"1037",144,1,3,6,2,2,2,4,3,3,2,1,1,0,0,3
"2241",144,1,3,6,2,2,2,4,3,3,2,0,1,1,1,2
"3041",144,1,3,6,2,2,2,4,3,3,2,1,0,1,0,3
"437",145,1,6,5,1,1,3,4,3,2,2,0,1,0,0,4
"1439",145,1,6,5,1,1,3,4,3,2,2,1,1,0,1,3
"1640",145,1,6,5,1,1,3,4,3,2,2,0,1,0,1,4
"2843",145,1,6,5,1,1,3,4,3,2,2,1,0,1,1,2
"36",146,1,5,5,6,NA,2,3,3,3,1,0,1,0,1,2
"1440",146,1,5,5,6,NA,2,3,3,3,1,1,1,0,1,2
"2041",146,1,5,5,6,NA,2,3,3,3,1,0,0,1,1,2
"2640",146,1,5,5,6,NA,2,3,3,3,1,1,1,1,0,2
"37",147,1,5,5,2,4,2,3,3,1,4,0,1,0,1,3
"237",147,1,5,5,2,4,2,3,3,1,4,0,0,0,1,4
"838",147,1,5,5,2,4,2,3,3,1,4,1,0,0,0,4
"2242",147,1,5,5,2,4,2,3,3,1,4,0,1,1,1,2
"639",148,1,6,5,1,1,2,4,3,2,2,0,0,0,0,3
"1239",148,1,6,5,1,1,2,4,3,2,2,1,0,0,1,3
"2042",148,1,6,5,1,1,2,4,3,2,2,0,0,1,1,3
"2442",148,1,6,5,1,1,2,4,3,2,2,1,1,1,1,2
"1038",149,2,4,5,2,3,3,3,3,3,3,1,1,0,0,3
"1840",149,2,4,5,2,3,3,3,3,3,3,0,1,1,0,3
"2641",149,2,4,5,2,3,3,3,3,3,3,1,1,1,0,3
"3042",149,2,4,5,2,3,3,3,3,3,3,1,0,1,0,4
"238",150,1,5,5,2,1,3,3,3,2,3,0,0,0,1,2
"438",150,1,5,5,2,1,3,3,3,2,3,0,1,0,0,4
"1841",150,1,5,5,2,1,3,3,3,2,3,0,1,1,0,5
"2243",150,1,5,5,2,1,3,3,3,2,3,0,1,1,1,3
"640",151,1,5,5,2,4,2,3,2,1,4,0,0,0,0,4
"1039",151,1,5,5,2,4,2,3,2,1,4,1,1,0,0,3
"2642",151,1,5,5,2,4,2,3,2,1,4,1,1,1,0,2
"3043",151,1,5,5,2,4,2,3,2,1,4,1,0,1,0,3
"1441",152,2,4,4,4,6,2,2,3,2,4,1,1,0,1,2
"1641",152,2,4,4,4,6,2,2,3,2,4,0,1,0,1,4
"2043",152,2,4,4,4,6,2,2,3,2,4,0,0,1,1,3
"2443",152,2,4,4,4,6,2,2,3,2,4,1,1,1,1,2
"38",153,1,6,5,5,2,2,4,2,2,2,0,1,0,1,2
"839",153,1,6,5,5,2,2,4,2,2,2,1,0,0,0,4
"1240",153,1,6,5,5,2,2,4,2,2,2,1,0,0,1,2
"2844",153,1,6,5,5,2,2,4,2,2,2,1,0,1,1,2
"641",154,1,5,5,4,3,4,2,5,1,4,0,0,0,0,4
"1040",154,1,5,5,4,3,4,2,5,1,4,1,1,0,0,4
"2044",154,1,5,5,4,3,4,2,5,1,4,0,0,1,1,3
"2643",154,1,5,5,4,3,4,2,5,1,4,1,1,1,0,3
"439",155,1,3,3,2,2,1,5,2,3,3,0,1,0,0,4
"840",155,1,3,3,2,2,1,5,2,3,3,1,0,0,0,4
"1241",155,1,3,3,2,2,1,5,2,3,3,1,0,0,1,3
"2444",155,1,3,3,2,2,1,5,2,3,3,1,1,1,1,3
"1442",156,1,6,6,2,1,2,4,4,1,3,1,1,0,1,4
"1642",156,1,6,6,2,1,2,4,4,1,3,0,1,0,1,4
"1842",156,1,6,6,2,1,2,4,4,1,3,0,1,1,0,4
"2845",156,1,6,6,2,1,2,4,4,1,3,1,0,1,1,4
"39",157,1,6,5,5,2,2,3,2,3,3,0,1,0,1,3
"239",157,1,6,5,5,2,2,3,2,3,3,0,0,0,1,4
"2244",157,1,6,5,5,2,2,3,2,3,3,0,1,1,1,3
"3044",157,1,6,5,5,2,2,3,2,3,3,1,0,1,0,5
"1041",158,1,5,2,2,6,3,3,3,2,4,1,1,0,0,4
"1443",158,1,5,2,2,6,3,3,3,2,4,1,1,0,1,3
"2445",158,1,5,2,2,6,3,3,3,2,4,1,1,1,1,3
"3045",158,1,5,2,2,6,3,3,3,2,4,1,0,1,0,3
"440",159,2,5,2,3,6,3,2,4,2,3,0,1,0,0,3
"1242",159,2,5,2,3,6,3,2,4,2,3,1,0,0,1,2
"1643",159,2,5,2,3,6,3,2,4,2,3,0,1,0,1,3
"1843",159,2,5,2,3,6,3,2,4,2,3,0,1,1,0,3
"40",160,1,7,2,5,4,2,1,5,1,5,0,1,0,1,3
"642",160,1,7,2,5,4,2,1,5,1,5,0,0,0,0,4
"2245",160,1,7,2,5,4,2,1,5,1,5,0,1,1,1,2
"2846",160,1,7,2,5,4,2,1,5,1,5,1,0,1,1,3
"41",161,1,5,2,2,5,3,3,4,3,4,0,1,0,1,2
"240",161,1,5,2,2,5,3,3,4,3,4,0,0,0,1,3
"1644",161,1,5,2,2,5,3,3,4,3,4,0,1,0,1,3
"1844",161,1,5,2,2,5,3,3,4,3,4,0,1,1,0,3
"1042",162,2,7,2,6,NA,3,3,3,3,3,1,1,0,0,2
"1444",162,2,7,2,6,NA,3,3,3,3,3,1,1,0,1,1
"2246",162,2,7,2,6,NA,3,3,3,3,3,0,1,1,1,1
"3046",162,2,7,2,6,NA,3,3,3,3,3,1,0,1,0,2
"841",163,1,6,2,6,NA,2,3,4,2,3,1,0,0,0,3
"1243",163,1,6,2,6,NA,2,3,4,2,3,1,0,0,1,2
"2446",163,1,6,2,6,NA,2,3,4,2,3,1,1,1,1,2
"2847",163,1,6,2,6,NA,2,3,4,2,3,1,0,1,1,2
"241",164,1,7,6,6,NA,2,4,3,4,2,0,0,0,1,3
"842",164,1,7,6,6,NA,2,4,3,4,2,1,0,0,0,4
"2045",164,1,7,6,6,NA,2,4,3,4,2,0,0,1,1,3
"2644",164,1,7,6,6,NA,2,4,3,4,2,1,1,1,0,3
"441",165,2,3,3,2,2,3,2,4,3,2,0,1,0,0,3
"643",165,2,3,3,2,2,3,2,4,3,2,0,0,0,0,3
"2046",165,2,3,3,2,2,3,2,4,3,2,0,0,1,1,3
"2645",165,2,3,3,2,2,3,2,4,3,2,1,1,1,0,3
"42",166,1,6,2,1,1,4,2,5,1,4,0,1,0,1,3
"1043",166,1,6,2,1,1,4,2,5,1,4,1,1,0,0,3
"1244",166,1,6,2,1,1,4,2,5,1,4,1,0,0,1,3
"2447",166,1,6,2,1,1,4,2,5,1,4,1,1,1,1,3
"644",167,2,4,5,4,3,3,4,4,2,3,0,0,0,0,4
"1445",167,2,4,5,4,3,3,4,4,2,3,1,1,0,1,2
"2646",167,2,4,5,4,3,3,4,4,2,3,1,1,1,0,3
"2848",167,2,4,5,4,3,3,4,4,2,3,1,0,1,1,3
"242",168,1,6,2,4,6,4,3,4,1,4,0,0,0,1,3
"843",168,1,6,2,4,6,4,3,4,1,4,1,0,0,0,3
"1845",168,1,6,2,4,6,4,3,4,1,4,0,1,1,0,3
"3047",168,1,6,2,4,6,4,3,4,1,4,1,0,1,0,3
"442",169,1,6,4,4,2,4,2,4,2,3,0,1,0,0,2
"1645",169,1,6,4,4,2,4,2,4,2,3,0,1,0,1,3
"2047",169,1,6,4,4,2,4,2,4,2,3,0,0,1,1,2
"2247",169,1,6,4,4,2,4,2,4,2,3,0,1,1,1,2
"645",170,2,3,1,3,6,2,3,3,3,5,0,0,0,0,3
"844",170,2,3,1,3,6,2,3,3,3,5,1,0,0,0,3
"1646",170,2,3,1,3,6,2,3,3,3,5,0,1,0,1,3
"1846",170,2,3,1,3,6,2,3,3,3,5,0,1,1,0,3
"443",171,1,7,5,4,2,4,2,4,2,3,0,1,0,0,3
"1044",171,1,7,5,4,2,4,2,4,2,3,1,1,0,0,3
"1245",171,1,7,5,4,2,4,2,4,2,3,1,0,0,1,3
"2849",171,1,7,5,4,2,4,2,4,2,3,1,0,1,1,2
"43",172,2,5,2,2,2,3,3,3,3,3,0,1,0,1,2
"2048",172,2,5,2,2,2,3,3,3,3,3,0,0,1,1,3
"2248",172,2,5,2,2,2,3,3,3,3,3,0,1,1,1,2
"3048",172,2,5,2,2,2,3,3,3,3,3,1,0,1,0,4
"444",173,2,4,5,2,2,3,3,4,2,2,0,1,0,0,3
"646",173,2,4,5,2,2,3,3,4,2,2,0,0,0,0,4
"845",173,2,4,5,2,2,3,3,4,2,2,1,0,0,0,4
"1446",173,2,4,5,2,2,3,3,4,2,2,1,1,0,1,2
"1045",174,1,4,5,2,6,2,2,4,1,4,1,1,0,0,4
"1647",174,1,4,5,2,6,2,2,4,1,4,0,1,0,1,4
"1847",174,1,4,5,2,6,2,2,4,1,4,0,1,1,0,4
"3049",174,1,4,5,2,6,2,2,4,1,4,1,0,1,0,4
"243",175,1,6,5,6,NA,2,3,4,3,2,0,0,0,1,3
"1447",175,1,6,5,6,NA,2,3,4,3,2,1,1,0,1,2
"2448",175,1,6,5,6,NA,2,3,4,3,2,1,1,1,1,2
"2647",175,1,6,5,6,NA,2,3,4,3,2,1,1,1,0,4
"44",176,2,5,5,2,3,4,2,5,2,2,0,1,0,1,2
"1246",176,2,5,5,2,3,4,2,5,2,2,1,0,0,1,3
"2049",176,2,5,5,2,3,4,2,5,2,2,0,0,1,1,3
"2850",176,2,5,5,2,3,4,2,5,2,2,1,0,1,1,3
"445",177,1,4,5,2,6,3,2,2,3,4,0,1,0,0,3
"1046",177,1,4,5,2,6,3,2,2,3,4,1,1,0,0,3
"1448",177,1,4,5,2,6,3,2,2,3,4,1,1,0,1,4
"1648",177,1,4,5,2,6,3,2,2,3,4,0,1,0,1,5
"244",178,1,3,2,2,6,3,2,4,2,3,0,0,0,1,2
"2249",178,1,3,2,2,6,3,2,4,2,3,0,1,1,1,2
"2449",178,1,3,2,2,6,3,2,4,2,3,1,1,1,1,2
"2648",178,1,3,2,2,6,3,2,4,2,3,1,1,1,0,3
"846",179,2,3,4,3,4,4,2,4,2,2,1,0,0,0,3
"1848",179,2,3,4,3,4,4,2,4,2,2,0,1,1,0,3
"2050",179,2,3,4,3,4,4,2,4,2,2,0,0,1,1,2
"2851",179,2,3,4,3,4,4,2,4,2,2,1,0,1,1,2
"245",180,1,7,2,6,NA,2,3,4,3,4,0,0,0,1,3
"2250",180,1,7,2,6,NA,2,3,4,3,4,0,1,1,1,2
"2450",180,1,7,2,6,NA,2,3,4,3,4,1,1,1,1,2
"2649",180,1,7,2,6,NA,2,3,4,3,4,1,1,1,0,3
"45",181,2,5,2,6,NA,3,2,4,2,4,0,1,0,1,2
"1247",181,2,5,2,6,NA,3,2,4,2,4,1,0,0,1,3
"3050",181,2,5,2,6,NA,3,2,4,2,4,1,0,1,0,3
"1047",182,2,3,5,2,2,4,3,4,1,3,1,1,0,0,4
"1649",182,2,3,5,2,2,4,3,4,1,3,0,1,0,1,4
"2650",182,2,3,5,2,2,4,3,4,1,3,1,1,1,0,3
"3051",182,2,3,5,2,2,4,3,4,1,3,1,0,1,0,4
"446",183,1,7,2,5,6,4,3,4,3,2,0,1,0,0,2
"647",183,1,7,2,5,6,4,3,4,3,2,0,0,0,0,2
"847",183,1,7,2,5,6,4,3,4,3,2,1,0,0,0,2
"1849",183,1,7,2,5,6,4,3,4,3,2,0,1,1,0,2
"46",184,1,5,3,2,4,4,2,4,3,3,0,1,0,1,2
"246",184,1,5,3,2,4,4,2,4,3,3,0,0,0,1,3
"1248",184,1,5,3,2,4,4,2,4,3,3,1,0,0,1,2
"2251",184,1,5,3,2,4,4,2,4,3,3,0,1,1,1,1
"1449",185,1,5,5,3,3,3,3,3,3,4,1,1,0,1,4
"2051",185,1,5,5,3,3,3,3,3,3,4,0,0,1,1,2
"2451",185,1,5,5,3,3,3,3,3,3,4,1,1,1,1,2
"2852",185,1,5,5,3,3,3,3,3,3,4,1,0,1,1,2
"447",186,1,6,2,4,7,4,2,4,2,5,0,1,0,0,3
"1048",186,1,6,2,4,7,4,2,4,2,5,1,1,0,0,3
"1450",186,1,6,2,4,7,4,2,4,2,5,1,1,0,1,2
"2853",186,1,6,2,4,7,4,2,4,2,5,1,0,1,1,2
"648",187,2,5,4,2,2,2,2,3,2,3,0,0,0,0,4
"1249",187,2,5,4,2,2,2,2,3,2,3,1,0,0,1,4
"2052",187,2,5,4,2,2,2,2,3,2,3,0,0,1,1,4
"2252",187,2,5,4,2,2,2,2,3,2,3,0,1,1,1,3
"649",188,1,5,2,2,6,5,1,NA,1,4,0,0,0,0,4
"2053",188,1,5,2,2,6,5,1,NA,1,4,0,0,1,1,2
"2452",188,1,5,2,2,6,5,1,NA,1,4,1,1,1,1,2
"2651",188,1,5,2,2,6,5,1,NA,1,4,1,1,1,0,3
"848",189,1,6,5,6,NA,3,3,3,4,2,1,0,0,0,4
"1850",189,1,6,5,6,NA,3,3,3,4,2,0,1,1,0,3
"2453",189,1,6,5,6,NA,3,3,3,4,2,1,1,1,1,2
"2652",189,1,6,5,6,NA,3,3,3,4,2,1,1,1,0,3
"247",190,2,6,4,3,3,3,2,4,1,5,0,0,0,1,4
"849",190,2,6,4,3,3,3,2,4,1,5,1,0,0,0,4
"1451",190,2,6,4,3,3,3,2,4,1,5,1,1,0,1,3
"2854",190,2,6,4,3,3,3,2,4,1,5,1,0,1,1,3
"47",191,2,5,4,3,5,2,3,4,3,3,0,1,0,1,2
"1250",191,2,5,4,3,5,2,3,4,3,3,1,0,0,1,3
"1851",191,2,5,4,3,5,2,3,4,3,3,0,1,1,0,2
"3052",191,2,5,4,3,5,2,3,4,3,3,1,0,1,0,2
"448",192,1,5,5,2,1,3,2,4,1,3,0,1,0,0,5
"1049",192,1,5,5,2,1,3,2,4,1,3,1,1,0,0,5
"1650",192,1,5,5,2,1,3,2,4,1,3,0,1,0,1,5
"2253",192,1,5,5,2,1,3,2,4,1,3,0,1,1,1,3
"248",193,1,4,4,1,6,2,2,4,1,4,0,0,0,1,4
"449",193,1,4,4,1,6,2,2,4,1,4,0,1,0,0,4
"650",193,1,4,4,1,6,2,2,4,1,4,0,0,0,0,5
"2054",193,1,4,4,1,6,2,2,4,1,4,0,0,1,1,4
"1452",194,2,3,2,3,3,2,2,4,1,3,1,1,0,1,3
"1651",194,2,3,2,3,3,2,2,4,1,3,0,1,0,1,4
"1852",194,2,3,2,3,3,2,2,4,1,3,0,1,1,0,4
"2254",194,2,3,2,3,3,2,2,4,1,3,0,1,1,1,2
"1050",195,1,5,4,6,NA,4,2,4,1,4,1,1,0,0,4
